Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Alexis;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Juin 2021;Couple; 5 août 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;2;2021-06-01
Melanie;France;Chambre Supérieure;1;Juillet 2021;Famille; 3 août 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2021;1;2021-07-01
Sabine;Belgique;Chambre Supérieure;1;Juillet 2021;Famille; 2 août 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-07-01
Nicolasd;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Couple; 1 août 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-07-01
Laurence;Belgique;Chambre Supérieure;1;Juin 2021;Groupe; 30 juillet 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-06-01
Claudiu;Belgique;Chambre Supérieure;3;Juillet 2021;Famille; 26 juillet 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Dorian;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Couple; 18 juillet 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-06-01
Jean;Belgique;Chambre Club Compass (2 Adultes);1;Juillet 2021;Voyageur individuel; 14 juillet 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Ermeline;Belgique;Chambre Supérieure;1;Juillet 2021;Groupe; 13 juillet 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Manon;Belgique;Chambre Supérieure;1;Juin 2021;Famille; 12 juillet 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-06-01
Aurelie;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 8 juillet 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Gabriel;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 4 juillet 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Legros;France;Chambre Supérieure;1;Juin 2021;Famille; 26 juin 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Yassine;France;Chambre Club Compass (2 Adultes);1;Juin 2021;Couple; 23 juin 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-01
Marguerite;France;Chambre Supérieure;1;Octobre 2020;Couple; 22 novembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;1;2020-10-01
Jérôme;France;Chambre Supérieure;1;Octobre 2020;Famille; 21 novembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;1;2020-10-01
Sophie;France;Chambre Supérieure;1;Octobre 2020;Famille; 10 novembre 2020;Passable;5.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2020;1;2020-10-01
Anthony;France;Chambre Supérieure;3;Octobre 2020;Groupe; 3 novembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;1;2020-10-01
Jonas;France;Chambre Supérieure - Côté Lac;1;Octobre 2020;Couple; 21 octobre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Mallorie;France;Chambre Supérieure;1;Octobre 2020;Groupe; 12 octobre 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Thomas;France;Chambre Supérieure - Côté Lac;1;Octobre 2020;Couple; 12 octobre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Anthony;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Septembre 2020;Famille; 10 octobre 2020;Belle endroit mais vue sur travaux;4.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2020;1;2020-09-01
Bensaid;France;Chambre Supérieure;2;Octobre 2020;Famille; 10 octobre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Vivien;France;Chambre Supérieure;3;Octobre 2020;Couple; 9 octobre 2020;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2020;0;2020-10-01
Nadège;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Septembre 2020;Couple; 5 octobre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;1;2020-09-01
Sarah;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Septembre 2020;Couple; 21 septembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Adrien;France;Chambre Supérieure – Côté Lac (1 Adulte + 3 Enfants);1;Septembre 2020;Voyageur individuel; 18 septembre 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Elise;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Septembre 2020;Famille; 16 septembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Geraldine;France;Chambre Supérieure (4 Adultes);1;Septembre 2020;Groupe; 15 septembre 2020;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2020;0;2020-09-01
Fatima;France;Chambre Supérieure (1 Adulte + 3 Enfants);2;Septembre 2020;Famille; 13 septembre 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Magalie;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Septembre 2020;Famille; 8 septembre 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Alexandrine;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Septembre 2020;Famille; 7 septembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Claudiu;Belgique;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Août 2020;Famille; 6 septembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;1;2020-08-01
Christopher;Belgique;Chambre Supérieure (2 Adultes + 2 Enfants);1;Août 2020;Couple; 24 août 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-01
Alexandra;Belgique;Chambre Club Compass (4 Adultes);1;Août 2020;Famille; 21 août 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-01
Noëlie;Suisse;Chambre Supérieure – Côté Lac (4 Adultes);2;Août 2020;Famille; 12 août 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-01
Véronique;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Août 2020;Famille; 5 août 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-01
Sonia;France;Chambre Supérieure (3 Adultes + 1 Enfant);2;Juillet 2020;Famille; 4 août 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2020;1;2020-07-01
Sarah;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Août 2020;Famille; 2 août 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-01
Olivia;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Mars 2020;Couple; 13 mars 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Beverly;France;Chambre Supérieure (4 Adultes);1;Mars 2020;Groupe; 11 mars 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Fizan;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Famille; 11 mars 2020;Excellent;9.2;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Vanessa;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Groupe; 9 mars 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Eric;France;Chambre Supérieure (3 Adultes + 1 Enfant);2;Mars 2020;Famille; 9 mars 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Joanna;Belgique;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Famille; 8 mars 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Gaetan;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Famille; 6 mars 2020;Fabuleux ;9.2;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Emmanuelle;France;Chambre Supérieure (3 Adultes + 1 Enfant);1;Mars 2020;Famille; 6 mars 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Aurélie;France;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Famille; 25 février 2020;Fabuleux ;9.2;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Bea;Saint-Martin (Antilles françaises);Chambre Supérieure (4 Adultes);1;Février 2020;Famille; 21 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Coralie;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Couple; 18 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Romain;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Février 2020;Couple; 18 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Am;France;Chambre Club Compass (1 Adulte + 3 Enfants);1;Février 2020;Famille; 15 février 2020;Superbe;9.2;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Alexiane;France;Chambre Club Compass (4 Adultes);1;Février 2020;Famille; 14 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Marion;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Février 2020;Couple; 12 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Alexis;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Février 2020;Couple; 12 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Dany;Luxembourg;Chambre Supérieure (2 Adultes + 2 Enfants);1;Février 2020;Famille; 8 février 2020;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;février;2;2020;0;2020-02-01
Maeva;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Couple; 7 février 2020;Excellent !;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Lindsey;La Réunion;Chambre Club Compass (3 Adultes + 1 Enfant);1;Janvier 2020;Famille; 6 février 2020;Exceptionnel;9.6;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;1;2020-01-01
Caroline;France;Chambre Supérieure (3 Adultes + 1 Enfant);1;Janvier 2020;Famille; 3 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;1;2020-01-01
Louis;Belgique;Chambre Supérieure (3 Adultes + 1 Enfant);1;Janvier 2020;Couple; 29 janvier 2020;Fabuleux ;9.2;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Tristan;France;Chambre Club Compass (2 Adultes + 2 Enfants);1;Janvier 2020;Couple; 26 janvier 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Ornella;Belgique;Chambre Supérieure – Côté Lac (3 Adultes + 1 Enfant);2;Janvier 2020;Famille; 25 janvier 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Frank;France;Chambre Supérieure (3 Adultes + 1 Enfant);1;Janvier 2020;Famille; 24 janvier 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Gael;France;Chambre Supérieure (4 Adultes);1;Janvier 2020;Couple; 19 janvier 2020;Fabuleux ;9.2;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Dylan;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Janvier 2020;Couple; 13 janvier 2020;Exceptionnel;9.6;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Flightsim;France;Chambre Compass Club – Côté Lac (2 Adultes + 2 Enfants);1;Janvier 2020;Famille; 13 janvier 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Manuel;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Janvier 2020;Famille; 4 janvier 2020;Bon ;5.8;;;;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-01
Didrik;Belgique;Chambre Supérieure – Côté Lac (4 Adultes);2;Décembre 2019;Groupe; 4 janvier 2020;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2019;1;2019-12-01
Francine;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Décembre 2019;Couple; 1 janvier 2020;au top;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2019;1;2019-12-01
Enguerrand;France;Chambre Supérieure – Côté Lac (4 Adultes);1;Décembre 2019;Groupe; 29 décembre 2019;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2019;0;2019-12-01
Richard;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Décembre 2019;Famille; 27 décembre 2019;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2019;0;2019-12-01
Anonyme;France;;1;Février 2022;Couple; 9 février 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-01
Anonyme;France;;1;Décembre 2021;Famille; 26 décembre 2021;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Anonyme;France;;1;Décembre 2021;Groupe; 12 décembre 2021;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;décembre;12;2021;0;2021-12-01
Anonyme;Israël;;2;Décembre 2021;Famille; 11 décembre 2021;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Anonyme;Belgique;;1;Août 2021;Famille; 27 septembre 2021;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-08-01
Anonyme;France;;1;Août 2021;Couple; 26 août 2021;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;août;8;2021;0;2021-08-01
Anonyme;France;;1;Juin 2021;Famille; 29 juin 2021;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-01
Anonyme;Belgique;;1;Juin 2021;Couple; 27 juin 2021;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-01
Anonyme;France;;2;Octobre 2020;Famille; 19 octobre 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Anonyme;France;;1;Septembre 2020;Groupe; 27 septembre 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Anonyme;France;;2;Septembre 2020;Couple; 11 septembre 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Anonyme;France;;1;Août 2020;Famille; 11 septembre 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;1;2020-08-01
Anonyme;France;;3;Janvier 2020;Couple; 1 février 2020;Superbe;8.8;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;1;2020-01-01
Anonyme;France;;1;Janvier 2020;Famille; 19 janvier 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Anonyme;La Réunion;;3;Décembre 2019;Famille; 16 janvier 2020;Bien ;7.5;;;;Disney's Newport Bay Club;1;6;décembre;12;2019;1;2019-12-01
Anonyme;Belgique;;2;Décembre 2019;Couple; 16 janvier 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2019;1;2019-12-01
Anonyme;France;;1;Janvier 2020;Famille; 12 janvier 2020;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Anonyme;France;;3;Janvier 2020;Famille; 3 janvier 2020;Bien ;7.1;;;;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-01
Anonyme;France;;1;Mars 2022;Groupe; 23 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Anonyme;France;;1;Mars 2022;Groupe; 9 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Anonyme;France;;1;Février 2022;Famille; 25 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Anonyme;France;;1;Février 2022;Famille; 9 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Anonyme;France;;1;Janvier 2022;Famille; 17 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Anonyme;France;;3;Janvier 2022;Famille; 15 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Anonyme;France;;1;Novembre 2021;Couple; 23 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
Anonyme;France;;1;Décembre 2021;Famille; 6 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Anonyme;France;;2;Novembre 2021;Famille; 21 novembre 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-01
Anonyme;France;;1;Novembre 2021;Famille; 2 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Anonyme;France;;1;Septembre 2021;Couple; 26 septembre 2021;Médiocre ;2.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2021;0;2021-09-01
Anonyme;France;;1;Juillet 2021;Couple; 2 juillet 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Anonyme;France;;1;Septembre 2020;Famille; 25 novembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;2;2020-09-01
Anonyme;France;;1;Octobre 2020;Couple; 14 octobre 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Anonyme;France;;1;Octobre 2020;Couple; 3 octobre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Anonyme;France;;1;Octobre 2020;Couple; 2 octobre 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Anonyme;France;;2;Octobre 2020;Famille; 2 octobre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2020;0;2020-10-01
Anonyme;France;;2;Septembre 2020;Couple; 20 septembre 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Anonyme;France;;1;Février 2020;Famille; 24 février 2020;Exceptionnel;9.6;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Anonyme;Maroc;;1;Janvier 2020;Famille; 20 janvier 2020;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;janvier;1;2020;0;2020-01-01
Anonyme;France;;1;Décembre 2019;Famille; 26 décembre 2019;Passable;5.4;;;;Disney's Newport Bay Club;1;6;décembre;12;2019;0;2019-12-01
Jamie;Royaume-Uni;Chambre Supérieure;4;Décembre 2022;Famille; 3 décembre 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2022;0;2022-12-01
Raneem;Arabie saoudite;Chambre Supérieure - Côté Lac;3;Novembre 2022;Famille; 1 décembre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;novembre;11;2022;1;2022-11-01
Crawford;Royaume-Uni;Chambre Supérieure;3;Novembre 2022;Famille; 24 novembre 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Ines;France;Chambre Supérieure;1;Novembre 2022;Famille; 14 novembre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;novembre;11;2022;0;2022-11-01
Lucy;Royaume-Uni;Chambre Supérieure;1;Novembre 2022;Famille; 13 novembre 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Justin;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Octobre 2022;Famille; 31 octobre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Daniel;Israël;Chambre Supérieure;1;Septembre 2022;Couple; 27 octobre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;septembre;9;2022;1;2022-09-01
Ailish;Irlande;Chambre Supérieure;3;Octobre 2022;Famille; 24 octobre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Julie;Royaume-Uni;Chambre Supérieure;1;Octobre 2022;Famille; 15 octobre 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Latafat;Royaume-Uni;Chambre Supérieure;2;Octobre 2022;Famille; 15 octobre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Andrea;Pays-Bas;Chambre Club Compass - Côté Lac (2 Adultes);3;Août 2022;Famille; 29 août 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
Loonycushion;Roumanie;Chambre Club Compass - Côté Lac (2 Adultes);3;Août 2022;Famille; 10 août 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
Edouard;France;Chambre Supérieure avec Terrasse;1;Juin 2022;Famille; 5 août 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;juin;6;2022;2;2022-06-01
Janek;Estonie;Chambre Supérieure;2;Août 2022;Famille; 4 août 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;août;8;2022;0;2022-08-01
Javdani;Australie;Chambre Supérieure;4;Juillet 2022;Famille; 21 juillet 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;juillet;7;2022;0;2022-07-01
Adel;Koweït;Chambre Supérieure - Côté Lac;3;Juillet 2022;Famille; 17 juillet 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Rafiya;Émirats arabes unis;Chambre Supérieure;1;Juillet 2022;Famille; 5 juillet 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Alhajri;États-Unis;Chambre Supérieure - Côté Lac;1;Juin 2022;Couple; 4 juillet 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;juin;6;2022;1;2022-06-01
Loosa;Royaume-Uni;Chambre Supérieure avec Terrasse;2;Juin 2022;Famille; 11 juin 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juin;6;2022;0;2022-06-01
Kaveh;Suisse;Chambre Supérieure - Côté Lac;2;Juin 2022;Famille; 6 juin 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;juin;6;2022;0;2022-06-01
Mai;Israël;Chambre Supérieure avec Terrasse;1;Mai 2022;Famille; 3 juin 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;1;2022-05-01
Shurouk;Koweït;Chambre Supérieure;3;Mai 2022;Famille; 10 mai 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Einat;Israël;Chambre Supérieure;2;Mai 2022;Famille; 10 mai 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Toni;Croatie;Chambre Supérieure avec Terrasse;2;Avril 2022;Famille; 30 avril 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;avril;4;2022;0;2022-04-01
Omran;Arabie saoudite;Chambre Supérieure;2;Mars 2022;Couple; 22 avril 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;mars;3;2022;1;2022-03-01
Kenta;Suisse;Chambre Supérieure - Côté Lac;2;Avril 2022;Famille; 17 avril 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;avril;4;2022;0;2022-04-01
Richard;Royaume-Uni;Chambre Supérieure;1;Avril 2022;Famille; 13 avril 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;avril;4;2022;0;2022-04-01
